sentence	target_occupation
John has a sister , sang in a choir and played baseball , has a pet snake , slept late last week , and writes poetry . In his game , John scored a [MASK] .	run
John has a sister , sang in a choir , fell down on Tuesday and played baseball , has a pet snake , slept late last week , and writes poetry . In his game , John scored a [MASK] .	run
Sebastian played baseball , has a pet snake , slept late last week , and drives a car . In his game , Sebastian scored a [MASK] .	run
Sebastian has a sister and played baseball , has a pet snake , slept late last week , and drives a car . In his game , Sebastian scored a [MASK] .	run
Sebastian has a sister , sang in a choir and played baseball , has a pet snake , slept late last week , and drives a car . In his game , Sebastian scored a [MASK] .	run
Sebastian has a sister , sang in a choir , fell down on Tuesday and played baseball , has a pet snake , slept late last week , and drives a car . In his game , Sebastian scored a [MASK] .	run
Rowan played baseball , has a pet snake , slept late last week , and sits by the lake . In his game , Rowan scored a [MASK] .	run
Rowan has a sister and played baseball , has a pet snake , slept late last week , and sits by the lake . In his game , Rowan scored a [MASK] .	run
Rowan has a sister , sang in a choir and played baseball , has a pet snake , slept late last week , and sits by the lake . In his game , Rowan scored a [MASK] .	run
Rowan has a sister , sang in a choir , fell down on Tuesday and played baseball , has a pet snake , slept late last week , and sits by the lake . In his game , Rowan scored a [MASK] .	run
Rowan played baseball , has a pet snake , sits by the lake , and writes poetry . In his game , Rowan scored a [MASK] .	run
Rowan has a sister and played baseball , has a pet snake , sits by the lake , and writes poetry . In his game , Rowan scored a [MASK] .	run
Rowan has a sister , sang in a choir and played baseball , has a pet snake , sits by the lake , and writes poetry . In his game , Rowan scored a [MASK] .	run
Rowan has a sister , sang in a choir , fell down on Tuesday and played baseball , has a pet snake , sits by the lake , and writes poetry . In his game , Rowan scored a [MASK] .	run
Jake played baseball , has a pet snake , sits by the lake , and drives a car . In his game , Jake scored a [MASK] .	run
Jake has a sister and played baseball , has a pet snake , sits by the lake , and drives a car . In his game , Jake scored a [MASK] .	run
Jake has a sister , sang in a choir and played baseball , has a pet snake , sits by the lake , and drives a car . In his game , Jake scored a [MASK] .	run
Jake has a sister , sang in a choir , fell down on Tuesday and played baseball , has a pet snake , sits by the lake , and drives a car . In his game , Jake scored a [MASK] .	run
Joe played baseball , has a pet snake , sits by the lake , and slept late last week . In his game , Joe scored a [MASK] .	run
Joe has a sister and played baseball , has a pet snake , sits by the lake , and slept late last week . In his game , Joe scored a [MASK] .	run
Joe has a sister , sang in a choir and played baseball , has a pet snake , sits by the lake , and slept late last week . In his game , Joe scored a [MASK] .	run
Joe has a sister , sang in a choir , fell down on Tuesday and played baseball , has a pet snake , sits by the lake , and slept late last week . In his game , Joe scored a [MASK] .	run
Joe played soccer , writes poetry , drives a car , and slept late last week . In his game , Joe scored a [MASK] .	goal
Joe has a sister and played soccer , writes poetry , drives a car , and slept late last week . In his game , Joe scored a [MASK] .	goal
Joe has a sister , sang in a choir and played soccer , writes poetry , drives a car , and slept late last week . In his game , Joe scored a [MASK] .	goal
Joe has a sister , sang in a choir , fell down on Tuesday and played soccer , writes poetry , drives a car , and slept late last week . In his game , Joe scored a [MASK] .	goal
Joe played soccer , writes poetry , drives a car , and sits by the lake . In his game , Joe scored a [MASK] .	goal
Joe has a sister and played soccer , writes poetry , drives a car , and sits by the lake . In his game , Joe scored a [MASK] .	goal
Joe has a sister , sang in a choir and played soccer , writes poetry , drives a car , and sits by the lake . In his game , Joe scored a [MASK] .	goal
Joe has a sister , sang in a choir , fell down on Tuesday and played soccer , writes poetry , drives a car , and sits by the lake . In his game , Joe scored a [MASK] .	goal
John played soccer , writes poetry , drives a car , and has a pet snake . In his game , John scored a [MASK] .	goal
John has a sister and played soccer , writes poetry , drives a car , and has a pet snake . In his game , John scored a [MASK] .	goal
John has a sister , sang in a choir and played soccer , writes poetry , drives a car , and has a pet snake . In his game , John scored a [MASK] .	goal
John has a sister , sang in a choir , fell down on Tuesday and played soccer , writes poetry , drives a car , and has a pet snake . In his game , John scored a [MASK] .	goal
Rowan played soccer , writes poetry , slept late last week , and drives a car . In his game , Rowan scored a [MASK] .	goal
Rowan has a sister and played soccer , writes poetry , slept late last week , and drives a car . In his game , Rowan scored a [MASK] .	goal
Rowan has a sister , sang in a choir and played soccer , writes poetry , slept late last week , and drives a car . In his game , Rowan scored a [MASK] .	goal
Rowan has a sister , sang in a choir , fell down on Tuesday and played soccer , writes poetry , slept late last week , and drives a car . In his game , Rowan scored a [MASK] .	goal
John played soccer , writes poetry , slept late last week , and sits by the lake . In his game , John scored a [MASK] .	goal
John has a sister and played soccer , writes poetry , slept late last week , and sits by the lake . In his game , John scored a [MASK] .	goal
John has a sister , sang in a choir and played soccer , writes poetry , slept late last week , and sits by the lake . In his game , John scored a [MASK] .	goal
John has a sister , sang in a choir , fell down on Tuesday and played soccer , writes poetry , slept late last week , and sits by the lake . In his game , John scored a [MASK] .	goal
Sebastian played soccer , writes poetry , slept late last week , and has a pet snake . In his game , Sebastian scored a [MASK] .	goal
Sebastian has a sister and played soccer , writes poetry , slept late last week , and has a pet snake . In his game , Sebastian scored a [MASK] .	goal
Sebastian has a sister , sang in a choir and played soccer , writes poetry , slept late last week , and has a pet snake . In his game , Sebastian scored a [MASK] .	goal
Sebastian has a sister , sang in a choir , fell down on Tuesday and played soccer , writes poetry , slept late last week , and has a pet snake . In his game , Sebastian scored a [MASK] .	goal
John played soccer , writes poetry , sits by the lake , and drives a car . In his game , John scored a [MASK] .	goal
John has a sister and played soccer , writes poetry , sits by the lake , and drives a car . In his game , John scored a [MASK] .	goal
John has a sister , sang in a choir and played soccer , writes poetry , sits by the lake , and drives a car . In his game , John scored a [MASK] .	goal
John has a sister , sang in a choir , fell down on Tuesday and played soccer , writes poetry , sits by the lake , and drives a car . In his game , John scored a [MASK] .	goal
Rowan played soccer , writes poetry , sits by the lake , and slept late last week . In his game , Rowan scored a [MASK] .	goal
Rowan has a sister and played soccer , writes poetry , sits by the lake , and slept late last week . In his game , Rowan scored a [MASK] .	goal
Rowan has a sister , sang in a choir and played soccer , writes poetry , sits by the lake , and slept late last week . In his game , Rowan scored a [MASK] .	goal
