context	ending	target_occupation	attractor_1	attractor_2	attractor_3
Sebastian has a sister, played basketball and now lives in Poland, Jake lives in Helsinki, Rowan lives in Santiago and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Helsinki	Santiago	Jakarta
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Helsinki, Rowan lives in Santiago and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Helsinki	Santiago	Jakarta
Joe lives in Poland, Rowan lives in Helsinki, Daniel lives in Beijing and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Santiago
Joe has a sister and now lives in Poland, Rowan lives in Helsinki, Daniel lives in Beijing and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Santiago
Joe has a sister, played basketball and now lives in Poland, Rowan lives in Helsinki, Daniel lives in Beijing and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Helsinki, Daniel lives in Beijing and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing	Santiago
John lives in Poland, Jake lives in Helsinki, Rowan lives in Beijing and Sebastian lives in Paris.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Paris
John has a sister and now lives in Poland, Jake lives in Helsinki, Rowan lives in Beijing and Sebastian lives in Paris.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Paris
John has a sister, played basketball and now lives in Poland, Jake lives in Helsinki, Rowan lives in Beijing and Sebastian lives in Paris.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Paris
John has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Helsinki, Rowan lives in Beijing and Sebastian lives in Paris.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Paris
John lives in Poland, Jack lives in Helsinki, Sebastian lives in Beijing and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta
John has a sister and now lives in Poland, Jack lives in Helsinki, Sebastian lives in Beijing and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta
John has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, Sebastian lives in Beijing and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, Sebastian lives in Beijing and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Helsinki	Beijing	Jakarta
Joe lives in Poland, Jack lives in Helsinki, Rowan lives in Paris and John lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Paris	Santiago
Joe has a sister and now lives in Poland, Jack lives in Helsinki, Rowan lives in Paris and John lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Paris	Santiago
Joe has a sister, played basketball and now lives in Poland, Jack lives in Helsinki, Rowan lives in Paris and John lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Paris	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki, Rowan lives in Paris and John lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Paris	Santiago
Rowan lives in Poland, Jake lives in Helsinki, John lives in Paris and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Beijing
Rowan has a sister and now lives in Poland, Jake lives in Helsinki, John lives in Paris and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Beijing
Rowan has a sister, played basketball and now lives in Poland, Jake lives in Helsinki, John lives in Paris and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Helsinki, John lives in Paris and Daniel lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Paris	Beijing
Daniel lives in Poland, Joe lives in Helsinki, Rowan lives in Paris and Sebastian lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta
Daniel has a sister and now lives in Poland, Joe lives in Helsinki, Rowan lives in Paris and Sebastian lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta
Daniel has a sister, played basketball and now lives in Poland, Joe lives in Helsinki, Rowan lives in Paris and Sebastian lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Helsinki, Rowan lives in Paris and Sebastian lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Paris	Jakarta
Rowan lives in Poland, John lives in Helsinki, Jack lives in Jakarta and Daniel lives in Santiago.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago
Rowan has a sister and now lives in Poland, John lives in Helsinki, Jack lives in Jakarta and Daniel lives in Santiago.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago
Rowan has a sister, played basketball and now lives in Poland, John lives in Helsinki, Jack lives in Jakarta and Daniel lives in Santiago.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Helsinki, Jack lives in Jakarta and Daniel lives in Santiago.	The capital of Rowan's country is [MASK].	Warsaw	Helsinki	Jakarta	Santiago
Joe lives in Poland, John lives in Helsinki, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing
Joe has a sister and now lives in Poland, John lives in Helsinki, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing
Joe has a sister, played basketball and now lives in Poland, John lives in Helsinki, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Helsinki, Daniel lives in Jakarta and Jake lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta	Beijing
Joe lives in Poland, Rowan lives in Helsinki, Jack lives in Jakarta and John lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris
Joe has a sister and now lives in Poland, Rowan lives in Helsinki, Jack lives in Jakarta and John lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris
Joe has a sister, played basketball and now lives in Poland, Rowan lives in Helsinki, Jack lives in Jakarta and John lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Helsinki, Jack lives in Jakarta and John lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta	Paris
Daniel lives in Poland, Rowan lives in Paris, Jake lives in Santiago and Joe lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Santiago	Beijing
Daniel has a sister and now lives in Poland, Rowan lives in Paris, Jake lives in Santiago and Joe lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Santiago	Beijing
Daniel has a sister, played basketball and now lives in Poland, Rowan lives in Paris, Jake lives in Santiago and Joe lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Santiago	Beijing
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Paris, Jake lives in Santiago and Joe lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Santiago	Beijing
Joe lives in Poland, Sebastian lives in Paris, Jake lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Santiago	Helsinki
Joe has a sister and now lives in Poland, Sebastian lives in Paris, Jake lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Santiago	Helsinki
Joe has a sister, played basketball and now lives in Poland, Sebastian lives in Paris, Jake lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Santiago	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Paris, Jake lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Santiago	Helsinki
John lives in Poland, Rowan lives in Paris, Daniel lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Santiago	Jakarta
John has a sister and now lives in Poland, Rowan lives in Paris, Daniel lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Santiago	Jakarta
John has a sister, played basketball and now lives in Poland, Rowan lives in Paris, Daniel lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Santiago	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Paris, Daniel lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Paris	Santiago	Jakarta
Sebastian lives in Poland, John lives in Paris, Daniel lives in Beijing and Rowan lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Beijing	Santiago
Sebastian has a sister and now lives in Poland, John lives in Paris, Daniel lives in Beijing and Rowan lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Beijing	Santiago
Sebastian has a sister, played basketball and now lives in Poland, John lives in Paris, Daniel lives in Beijing and Rowan lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Beijing	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Paris, Daniel lives in Beijing and Rowan lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Beijing	Santiago
Joe lives in Poland, Rowan lives in Paris, John lives in Beijing and Sebastian lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Helsinki
Joe has a sister and now lives in Poland, Rowan lives in Paris, John lives in Beijing and Sebastian lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Helsinki
Joe has a sister, played basketball and now lives in Poland, Rowan lives in Paris, John lives in Beijing and Sebastian lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Paris, John lives in Beijing and Sebastian lives in Helsinki.	The capital of Joe's country is [MASK].	Warsaw	Paris	Beijing	Helsinki
Jake lives in Poland, Sebastian lives in Paris, Daniel lives in Beijing and John lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Paris	Beijing	Jakarta
Jake has a sister and now lives in Poland, Sebastian lives in Paris, Daniel lives in Beijing and John lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Paris	Beijing	Jakarta
Jake has a sister, played basketball and now lives in Poland, Sebastian lives in Paris, Daniel lives in Beijing and John lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Paris	Beijing	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Paris, Daniel lives in Beijing and John lives in Jakarta.	The capital of Jake's country is [MASK].	Warsaw	Paris	Beijing	Jakarta
Jack lives in Poland, Jake lives in Paris, Sebastian lives in Helsinki and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki	Santiago
Jack has a sister and now lives in Poland, Jake lives in Paris, Sebastian lives in Helsinki and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki	Santiago
Jack has a sister, played basketball and now lives in Poland, Jake lives in Paris, Sebastian lives in Helsinki and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Paris, Sebastian lives in Helsinki and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki	Santiago
Daniel lives in Poland, Jack lives in Paris, Jake lives in Helsinki and Sebastian lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Helsinki	Beijing
Daniel has a sister and now lives in Poland, Jack lives in Paris, Jake lives in Helsinki and Sebastian lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Helsinki	Beijing
Daniel has a sister, played basketball and now lives in Poland, Jack lives in Paris, Jake lives in Helsinki and Sebastian lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Helsinki	Beijing
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Paris, Jake lives in Helsinki and Sebastian lives in Beijing.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Helsinki	Beijing
Jack lives in Poland, Jake lives in Paris, Joe lives in Helsinki and Daniel lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki	Jakarta
Jack has a sister and now lives in Poland, Jake lives in Paris, Joe lives in Helsinki and Daniel lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki	Jakarta
Jack has a sister, played basketball and now lives in Poland, Jake lives in Paris, Joe lives in Helsinki and Daniel lives in Jakarta.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki	Jakarta
