context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4	attractor_5
Jack lives in Poland, Jake lives in Beijing, Rowan lives in Helsinki, John lives in Paris, Sebastian lives in Jakarta and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Paris	Jakarta	Santiago
Jack has a sister and now lives in Poland, Jake lives in Beijing, Rowan lives in Helsinki, John lives in Paris, Sebastian lives in Jakarta and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Paris	Jakarta	Santiago
Jack has a sister, played basketball and now lives in Poland, Jake lives in Beijing, Rowan lives in Helsinki, John lives in Paris, Sebastian lives in Jakarta and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Paris	Jakarta	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Beijing, Rowan lives in Helsinki, John lives in Paris, Sebastian lives in Jakarta and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Paris	Jakarta	Santiago
Jack lives in Poland, Sebastian lives in Beijing, John lives in Helsinki, Rowan lives in Jakarta, Daniel lives in Santiago and Joe lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta	Santiago	Paris
Jack has a sister and now lives in Poland, Sebastian lives in Beijing, John lives in Helsinki, Rowan lives in Jakarta, Daniel lives in Santiago and Joe lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta	Santiago	Paris
Jack has a sister, played basketball and now lives in Poland, Sebastian lives in Beijing, John lives in Helsinki, Rowan lives in Jakarta, Daniel lives in Santiago and Joe lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta	Santiago	Paris
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Beijing, John lives in Helsinki, Rowan lives in Jakarta, Daniel lives in Santiago and Joe lives in Paris.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta	Santiago	Paris
Jack lives in Poland, Rowan lives in Beijing, Jake lives in Helsinki, John lives in Jakarta, Joe lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta	Paris	Santiago
Jack has a sister and now lives in Poland, Rowan lives in Beijing, Jake lives in Helsinki, John lives in Jakarta, Joe lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta	Paris	Santiago
Jack has a sister, played basketball and now lives in Poland, Rowan lives in Beijing, Jake lives in Helsinki, John lives in Jakarta, Joe lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta	Paris	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Beijing, Jake lives in Helsinki, John lives in Jakarta, Joe lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Helsinki	Jakarta	Paris	Santiago
Daniel lives in Poland, Jack lives in Beijing, Jake lives in Paris, John lives in Santiago, Sebastian lives in Helsinki and Rowan lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Paris	Santiago	Helsinki	Jakarta
Daniel has a sister and now lives in Poland, Jack lives in Beijing, Jake lives in Paris, John lives in Santiago, Sebastian lives in Helsinki and Rowan lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Paris	Santiago	Helsinki	Jakarta
Daniel has a sister, played basketball and now lives in Poland, Jack lives in Beijing, Jake lives in Paris, John lives in Santiago, Sebastian lives in Helsinki and Rowan lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Paris	Santiago	Helsinki	Jakarta
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Beijing, Jake lives in Paris, John lives in Santiago, Sebastian lives in Helsinki and Rowan lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Beijing	Paris	Santiago	Helsinki	Jakarta
Jake lives in Poland, Sebastian lives in Beijing, Joe lives in Paris, Jack lives in Santiago, Daniel lives in Jakarta and Rowan lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Santiago	Jakarta	Helsinki
Jake has a sister and now lives in Poland, Sebastian lives in Beijing, Joe lives in Paris, Jack lives in Santiago, Daniel lives in Jakarta and Rowan lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Santiago	Jakarta	Helsinki
Jake has a sister, played basketball and now lives in Poland, Sebastian lives in Beijing, Joe lives in Paris, Jack lives in Santiago, Daniel lives in Jakarta and Rowan lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Santiago	Jakarta	Helsinki
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Beijing, Joe lives in Paris, Jack lives in Santiago, Daniel lives in Jakarta and Rowan lives in Helsinki.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Santiago	Jakarta	Helsinki
John lives in Poland, Jake lives in Beijing, Rowan lives in Paris, Sebastian lives in Helsinki, Daniel lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris	Helsinki	Santiago	Jakarta
John has a sister and now lives in Poland, Jake lives in Beijing, Rowan lives in Paris, Sebastian lives in Helsinki, Daniel lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris	Helsinki	Santiago	Jakarta
John has a sister, played basketball and now lives in Poland, Jake lives in Beijing, Rowan lives in Paris, Sebastian lives in Helsinki, Daniel lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris	Helsinki	Santiago	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Beijing, Rowan lives in Paris, Sebastian lives in Helsinki, Daniel lives in Santiago and Joe lives in Jakarta.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris	Helsinki	Santiago	Jakarta
Jake lives in Poland, Sebastian lives in Beijing, Rowan lives in Paris, John lives in Helsinki, Joe lives in Jakarta and Jack lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Helsinki	Jakarta	Santiago
Jake has a sister and now lives in Poland, Sebastian lives in Beijing, Rowan lives in Paris, John lives in Helsinki, Joe lives in Jakarta and Jack lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Helsinki	Jakarta	Santiago
Jake has a sister, played basketball and now lives in Poland, Sebastian lives in Beijing, Rowan lives in Paris, John lives in Helsinki, Joe lives in Jakarta and Jack lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Helsinki	Jakarta	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Beijing, Rowan lives in Paris, John lives in Helsinki, Joe lives in Jakarta and Jack lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Paris	Helsinki	Jakarta	Santiago
Rowan lives in Poland, Jake lives in Beijing, John lives in Paris, Joe lives in Jakarta, Jack lives in Santiago and Sebastian lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Paris	Jakarta	Santiago	Helsinki
Rowan has a sister and now lives in Poland, Jake lives in Beijing, John lives in Paris, Joe lives in Jakarta, Jack lives in Santiago and Sebastian lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Paris	Jakarta	Santiago	Helsinki
Rowan has a sister, played basketball and now lives in Poland, Jake lives in Beijing, John lives in Paris, Joe lives in Jakarta, Jack lives in Santiago and Sebastian lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Paris	Jakarta	Santiago	Helsinki
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Beijing, John lives in Paris, Joe lives in Jakarta, Jack lives in Santiago and Sebastian lives in Helsinki.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Paris	Jakarta	Santiago	Helsinki
Jack lives in Poland, Daniel lives in Beijing, Rowan lives in Paris, Jake lives in Jakarta, Sebastian lives in Helsinki and Joe lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Paris	Jakarta	Helsinki	Santiago
Jack has a sister and now lives in Poland, Daniel lives in Beijing, Rowan lives in Paris, Jake lives in Jakarta, Sebastian lives in Helsinki and Joe lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Paris	Jakarta	Helsinki	Santiago
Jack has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Rowan lives in Paris, Jake lives in Jakarta, Sebastian lives in Helsinki and Joe lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Paris	Jakarta	Helsinki	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Rowan lives in Paris, Jake lives in Jakarta, Sebastian lives in Helsinki and Joe lives in Santiago.	The capital of Jack's country is [MASK].	Warsaw	Beijing	Paris	Jakarta	Helsinki	Santiago
Joe lives in Poland, Jack lives in Beijing, Daniel lives in Jakarta, Rowan lives in Santiago, Jake lives in Helsinki and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago	Helsinki	Paris
Joe has a sister and now lives in Poland, Jack lives in Beijing, Daniel lives in Jakarta, Rowan lives in Santiago, Jake lives in Helsinki and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago	Helsinki	Paris
Joe has a sister, played basketball and now lives in Poland, Jack lives in Beijing, Daniel lives in Jakarta, Rowan lives in Santiago, Jake lives in Helsinki and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago	Helsinki	Paris
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Beijing, Daniel lives in Jakarta, Rowan lives in Santiago, Jake lives in Helsinki and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago	Helsinki	Paris
Sebastian lives in Poland, Rowan lives in Beijing, John lives in Jakarta, Jack lives in Santiago, Jake lives in Paris and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago	Paris	Helsinki
Sebastian has a sister and now lives in Poland, Rowan lives in Beijing, John lives in Jakarta, Jack lives in Santiago, Jake lives in Paris and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago	Paris	Helsinki
Sebastian has a sister, played basketball and now lives in Poland, Rowan lives in Beijing, John lives in Jakarta, Jack lives in Santiago, Jake lives in Paris and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago	Paris	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Beijing, John lives in Jakarta, Jack lives in Santiago, Jake lives in Paris and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Jakarta	Santiago	Paris	Helsinki
Sebastian lives in Poland, Joe lives in Beijing, Jack lives in Jakarta, Rowan lives in Helsinki, Daniel lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki	Santiago	Paris
Sebastian has a sister and now lives in Poland, Joe lives in Beijing, Jack lives in Jakarta, Rowan lives in Helsinki, Daniel lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki	Santiago	Paris
Sebastian has a sister, played basketball and now lives in Poland, Joe lives in Beijing, Jack lives in Jakarta, Rowan lives in Helsinki, Daniel lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki	Santiago	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Beijing, Jack lives in Jakarta, Rowan lives in Helsinki, Daniel lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki	Santiago	Paris
Joe lives in Poland, Daniel lives in Beijing, Sebastian lives in Jakarta, John lives in Helsinki, Rowan lives in Paris and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki	Paris	Santiago
Joe has a sister and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Jakarta, John lives in Helsinki, Rowan lives in Paris and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki	Paris	Santiago
Joe has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Jakarta, John lives in Helsinki, Rowan lives in Paris and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki	Paris	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Sebastian lives in Jakarta, John lives in Helsinki, Rowan lives in Paris and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Warsaw	Beijing	Jakarta	Helsinki	Paris	Santiago
John lives in Poland, Rowan lives in Beijing, Sebastian lives in Jakarta, Joe lives in Paris, Daniel lives in Santiago and Jake lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Jakarta	Paris	Santiago	Helsinki
John has a sister and now lives in Poland, Rowan lives in Beijing, Sebastian lives in Jakarta, Joe lives in Paris, Daniel lives in Santiago and Jake lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Jakarta	Paris	Santiago	Helsinki
John has a sister, played basketball and now lives in Poland, Rowan lives in Beijing, Sebastian lives in Jakarta, Joe lives in Paris, Daniel lives in Santiago and Jake lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Jakarta	Paris	Santiago	Helsinki
John has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Beijing, Sebastian lives in Jakarta, Joe lives in Paris, Daniel lives in Santiago and Jake lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Jakarta	Paris	Santiago	Helsinki
John lives in Poland, Daniel lives in Beijing, Jake lives in Jakarta, Jack lives in Paris, Joe lives in Helsinki and Rowan lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Beijing	Jakarta	Paris	Helsinki	Santiago
John has a sister and now lives in Poland, Daniel lives in Beijing, Jake lives in Jakarta, Jack lives in Paris, Joe lives in Helsinki and Rowan lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Beijing	Jakarta	Paris	Helsinki	Santiago
John has a sister, played basketball and now lives in Poland, Daniel lives in Beijing, Jake lives in Jakarta, Jack lives in Paris, Joe lives in Helsinki and Rowan lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Beijing	Jakarta	Paris	Helsinki	Santiago
John has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Beijing, Jake lives in Jakarta, Jack lives in Paris, Joe lives in Helsinki and Rowan lives in Santiago.	The capital of John's country is [MASK].	Warsaw	Beijing	Jakarta	Paris	Helsinki	Santiago
